user_id,posted,recommend
GermanPenguin,,True
76561198039741155,,False
76561198039741155,,True
76561198039741155,2014-10-14,True
76561198085068145,2015-02-03,False
76561198068479373,2014-10-27,True
Itsyaboijaehae,2014-05-30,False
76561198082678599,2013-12-08,True
76561198053302202,2014-10-26,True
STEAM_NEKO,2013-12-29,True
luzdamanha,,True
neochuah94,,True
neochuah94,2015-06-24,True
neochuah94,,True
neochuah94,,True
neochuah94,,True
neochuah94,,True
neochuah94,,True
neochuah94,,True
neochuah94,,True
ewrwerewrewrew,,False
NEON_NINJA,2015-09-21,True
76561198001688490,2014-11-28,True
76561198001688490,2014-11-28,True
76561198001688490,2014-11-28,True
76561198001688490,2014-11-28,True
76561198001688490,2014-11-28,False
76561198001688490,2014-11-28,False
76561198001688490,2014-11-28,True
76561198001688490,2014-11-28,False
76561198001688490,2014-02-14,False
76561198060005945,2014-03-29,True
76561198060005945,2014-12-03,True
76561197986529825,2015-03-12,True
monkeyrj03,2014-01-14,True
dbsgptjd966,2015-09-10,False
smurfdicking,,True
smurfdicking,2015-10-20,True
smurfdicking,,True
smurfdicking,,True
smurfdicking,,False
smurfdicking,,False
smurfdicking,,True
smurfdicking,2015-09-11,True
smurfdicking,2014-07-23,True
smurfdicking,2014-07-04,True
76561198075631259,,True
76561198075631259,2014-09-19,True
76561198075631259,2014-02-08,True
76561198090520544,2015-11-11,True
76561198090520544,2015-06-10,True
76561198089649301,,False
76561198089649301,,True
76561198089649301,,True
76561198089649301,2015-12-20,True
76561198089649301,,False
76561198089649301,,True
76561198089649301,,True
76561198089649301,2015-08-15,True
76561198054265152,2015-11-28,True
76561198052411042,2014-04-19,True
76561198104834557,,True
76561198104834557,,True
76561198104834557,2015-08-28,True
76561198104834557,2014-12-17,True
76561198094304449,2014-03-31,True
76561198094304449,2014-06-07,True
76561198094304449,2014-02-11,True
76561198094304449,2014-07-07,True
76561198094304449,2015-01-04,True
76561198094304449,2014-02-20,True
76561198094304449,2014-02-10,True
A_Gamer,2014-07-18,True
Nightless490,2013-12-18,True
Nightless490,2014-05-05,False
Nightless490,,True
Nightless490,2014-05-05,True
Night_Magnus,2015-05-27,True
Night_Magnus,2014-06-06,True
Night_Magnus,2015-10-02,True
Night_Magnus,2014-11-18,True
Night_Magnus,,False
Night_Magnus,,True
Night_Magnus,2014-12-06,True
Night_Magnus,2014-06-30,True
Night_Magnus,2014-01-09,True
LittleNik,2013-11-26,True
Ninjaawesomefuntime,2015-08-23,False
Ninjaawesomefuntime,2015-04-03,False
MEZISPOTATO,2015-11-19,True
FagGamingM8,,True
FagGamingM8,,True
FagGamingM8,2014-09-30,True
FagGamingM8,,True
FagGamingM8,,True
76561198098624076,2015-07-29,True
76561198098624076,2015-06-14,True
wildninja111,,True
76561198083867078,2015-08-10,False
76561198076271594,2015-11-15,False
76561198068168906,2015-11-14,True
76561198068168906,2014-02-04,True
76561198068168906,2014-05-01,True
NinjaZStarz,2013-12-26,True
76561198045254790,,True
brownsticky,2014-01-12,True
Pilotwezzz,2014-06-05,True
Pilotwezzz,2015-05-04,True
76561198072174851,,True
76561198072174851,2015-06-19,True
76561198072174851,2015-06-07,True
76561198072174851,2015-06-04,True
76561198072174851,,True
76561198072174851,,True
76561198072174851,2015-03-21,True
76561198072174851,2015-03-14,True
nitr0ticwolf,2015-12-12,True
nitr0ticwolf,2015-12-05,True
nitr0ticwolf,2015-07-27,True
nitr0ticwolf,2015-07-27,True
nitr0ticwolf,2015-01-15,False
nitr0ticwolf,2015-01-15,True
nitr0ticwolf,2015-01-13,False
nitr0ticwolf,2015-01-13,True
nitr0ticwolf,2014-06-26,True
nitrorupe,2014-10-10,True
nitrorupe,2014-01-05,True
nitrorupe,,True
76561197974288321,,False
PyroProfile,2014-10-09,True
LIkefOrVER,,True
Mr_Original,2014-04-11,True
Mr_Original,2015-11-27,True
Mr_Original,2015-06-20,True
76561198051899879,2013-12-09,True
nomopro,2015-01-06,True
kuikim,2013-12-21,True
kuikim,2013-12-21,True
CCViBritannia,2015-05-10,True
CCViBritannia,,False
CCViBritannia,,True
CCViBritannia,,True
CCViBritannia,2014-01-20,False
CCViBritannia,,True
CCViBritannia,2015-07-07,True
CCViBritannia,,True
76561198011832401,2014-02-22,True
76561198011832401,2014-02-04,True
dexakatom,2014-03-10,True
76561198087039124,2014-01-13,True
HailAmeixing,2014-12-22,True
HailAmeixing,2012-07-19,True
HailAmeixing,2015-09-13,True
HailAmeixing,2015-03-10,True
HailAmeixing,2014-12-22,False
76561198090194644,2014-06-29,True
76561198012741239,2015-08-29,True
Not_So_Drunk,2014-01-01,True
notsurodovahbear,,True
76561198001296435,,True
76561198001296435,,True
76561198001296435,,True
76561198001296435,,True
76561198001296435,,True
Noxinator,2014-04-15,True
Noxinator,2015-01-27,True
Noxinator,2014-07-12,True
Noxinator,2014-03-27,True
Noxinator,2014-01-04,True
manaff,2014-06-30,True
76561198041562431,2015-12-26,False
76561198041562431,,True
76561197993725260,2014-03-24,False
76561197993725260,2014-01-02,True
76561198065634162,2014-01-09,True
76561198065634162,2014-01-01,True
76561198065634162,2014-01-01,True
76561198065634162,2013-12-31,True
76561198065634162,2013-12-23,True
76561198065634162,2013-12-07,True
sporelife,2013-12-20,True
sporelife,,True
sporelife,2015-07-30,True
sporelife,2015-03-27,True
sporelife,2014-08-05,False
sporelife,2013-01-26,True
SmithRamone,2014-07-15,True
SmithRamone,2014-04-19,True
76561198037042375,,True
76561198037042375,2015-05-30,True
76561198037042375,2014-10-30,True
76561198057093397,2014-12-31,True
briggsy195,2014-12-20,True
briggsy195,,True
76561198069544176,2013-12-28,True
76561198073347121,,True
pezz_yakent,2014-03-16,True
76561198081997185,,True
76561198017615981,2014-10-11,True
76561198243634570,,True
god-damn,,True
TheOi9k,2015-03-12,True
76561198045604407,2014-12-31,True
76561198086560332,2013-03-18,True
olismeister,,False
olismeister,,True
olismeister,2015-04-04,True
olismeister,2015-01-09,True
olismeister,2014-12-26,True
76561198016006736,2014-04-17,True
OmniO_Overide,,True
OmniO_Overide,2013-12-24,True
omzo,2015-02-01,True
omzo,,True
omzo,2015-09-10,True
omzo,2013-03-15,True
76561198055688142,2015-02-06,True
76561198043559223,2014-05-10,True
OperationNovember,,True
erenberry,2014-10-27,True
CF6A32,2015-10-16,False
OfamosoJOTACE,2015-08-02,True
OfamosoJOTACE,2015-01-11,True
76561198098346223,,False
76561198098346223,2014-11-15,True
76561198098346223,,True
lp-orth,2013-05-13,True
TGU-Leader,2015-12-10,False
GuiCreed368,2014-12-21,True
GuiCreed368,2014-08-12,True
Opchilly,2014-06-18,True
76561198068439794,2014-06-23,True
76561198068439794,2015-06-17,False
PootisPoot,2014-10-26,True
PootisPoot,2014-05-17,True
76561198062017158,2015-11-27,True
OzaurisYT,,True
OzaurisYT,2014-10-03,True
PiozZ,2013-10-12,True
PiozZ,2013-10-12,True
PiozZ,2013-08-06,True
PiozZ,2013-08-20,True
76561198070090079,,True
wowokaykthxbai,2015-04-24,True
Saygoodbyetoyourheadwanker,2015-01-16,True
KTP619,2015-12-26,True
KTP619,2015-12-20,True
cjslattery,2013-12-23,True
cjslattery,2015-12-03,True
polandismycountry,2014-11-02,True
76561198107406338,,True
76561198084622842,2015-05-31,True
76561198084622842,2015-04-24,False
76561198084622842,,True
76561198084622842,2015-11-08,False
76561198084622842,2015-09-18,False
76561198084622842,2015-06-26,True
76561198084622842,2015-05-07,False
76561198084622842,2014-06-30,True
76561198084622842,2014-06-26,False
76561198028482615,2015-06-15,True
76561198058473246,2014-12-01,True
76561198058473246,2014-10-20,True
76561198058473246,2014-07-06,False
76561198058473246,2013-12-24,True
76561198107111601,2014-01-17,True
Strider95,,True
Strider95,,True
Strider95,,True
76561197996458179,,True
Dm_Dude,2014-04-10,True
PandaCorn666,2014-06-11,True
PandaCorn666,2013-11-29,True
PandaCorn666,2013-11-15,False
PandaCorn666,2015-05-29,True
PandaCorn666,2015-05-29,False
Panx2,2015-09-12,True
Panx2,2015-09-12,True
76561198057471883,2015-11-17,True
76561198057471883,2015-06-05,True
76561198069603865,2014-01-03,True
76561198069603865,2014-06-17,True
FireArmPlays,,True
FireArmPlays,2015-01-01,True
76561198079333493,,True
76561198061757134,2015-04-13,True
76561198053860761,2014-06-21,True
76561198053860761,,False
76561198121840547,2014-08-11,True
76561197970724420,2011-10-31,True
76561197970724420,2011-10-03,True
76561197970724420,2011-08-25,True
76561197970724420,2011-08-03,True
Fuffy,2014-07-26,True
Fuffy,2014-06-23,True
76561198060388536,2015-07-28,True
76561198060388536,2015-07-26,True
76561198060388536,2015-07-25,True
76561198097071063,2014-06-28,True
76561198097071063,2015-04-13,True
76561198097071063,2014-12-13,True
76561198097071063,2014-01-14,True
76561198097071063,2013-12-06,True
zenrosmc,2013-12-25,True
zenrosmc,2013-12-31,True
Thekiller4000,2014-06-25,True
76561198026256686,2013-12-25,False
Greendove,2015-09-04,False
Greendove,2014-10-07,False
Greendove,2014-01-02,True
Greendove,2015-01-20,True
Greendove,2014-05-09,True
Mediev,2014-10-11,True
Mediev,2015-01-10,True
King_Walrus,2014-02-27,True
King_Walrus,,True
76561198091703171,2015-07-09,True
76561198086160648,2014-03-24,True
76561198086160648,2014-04-09,True
76561198086160648,2014-03-19,True
Pedacker,2014-04-05,True
Pedacker,2014-03-07,True
Pedacker,2013-12-21,True
Pedacker,2014-03-07,True
Pedacker,2014-03-07,True
76561198093337643,2014-09-19,True
pedrocarrasco,2015-05-18,True
kruger287,2014-08-31,True
Pelsworth,2011-12-28,False
penetrator500,2015-03-31,True
76561198048992856,2014-11-14,True
76561198048992856,2015-02-07,True
76561198048992856,,True
76561198048992856,,True
76561198048992856,,True
76561198048992856,2015-01-16,False
PenguinKnightPE,2013-12-05,True
76561198075913639,2013-01-04,True
76561198064343153,2014-10-18,False
76561198064343153,2012-10-14,True
76561198064343153,2012-10-05,True
UncleTobsy,2015-02-03,True
UncleTobsy,2015-02-03,True
UncleTobsy,2015-02-03,True
UncleTobsy,2015-02-03,True
UncleTobsy,2015-02-03,True
UncleTobsy,2015-02-03,True
tihoyzaza,2014-03-22,True
76561198083347489,,True
76561198083347489,2015-05-15,True
76561198095444964,2013-11-13,True
76561198076018776,2015-10-24,True
76561198076018776,2014-06-27,True
76561198076018776,2015-10-23,False
sisgeo,2015-12-16,True
sisgeo,2015-02-18,True
sisgeo,2014-04-28,True
PerturbedKoala,2015-09-12,True
Karetchi,,False
Karetchi,2014-06-24,True
Karetchi,,True
Karetchi,,True
Karetchi,2015-12-07,True
Karetchi,2014-11-02,True
Karetchi,2014-09-22,True
Karetchi,2014-09-13,True
76561198068217106,2015-06-24,True
76561198068217106,2014-01-01,True
76561198068217106,2014-10-16,True
76561198068217106,2014-10-16,True
76561198068217106,2015-07-12,True
76561198068217106,2015-01-01,True
exaqt,,False
76561198067777635,2015-08-20,True
76561198067777635,2015-09-03,True
76561198067777635,,True
76561198067777635,2015-05-25,True
pf12351,2013-08-21,True
pf12351,2011-12-27,True
pf12351,2014-09-23,True
pf12351,2014-09-23,True
pf12351,2014-09-23,True
pf12351,2014-09-23,True
pf12351,2013-06-04,True
pf12351,2012-07-11,True
pf12351,2011-07-03,True
10051997,2014-06-16,True
10051997,2014-08-08,True
10051997,2014-08-08,True
10051997,2014-08-08,True
10051997,2014-08-08,True
10051997,2014-08-08,True
10051997,2012-10-23,True
bigdicmatt,,True
bigdicmatt,,True
5975,2014-04-24,True
76561198076437311,2015-03-29,False
fatpeter420,,True
76561198085759352,,False
76561198085759352,2013-12-26,True
76561198064324096,,True
76561198077351278,2015-04-27,True
76561198077111628,,False
76561198077111628,2014-06-29,False
ItzJimmeh,,True
ItzJimmeh,2015-11-18,True
ItzJimmeh,2015-11-05,True
76561198085092904,,True
lPH03N1Xl,2015-12-26,True
76561198045459907,2014-12-06,False
76561198045459907,2014-12-06,True
76561198045459907,2014-10-11,False
phrostb,2014-11-23,True
phrostb,,False
phrostb,2015-12-23,True
phrostb,2014-03-30,True
phrostb,,True
phrostb,2014-03-25,True
phrostb,2014-03-23,True
phrostb,2014-01-19,True
phrostb,2013-11-01,True
Phyztastic,2014-12-23,True
BusTurBrown,2013-12-19,True
76561197979086508,2014-08-01,False
76561197979086508,,False
76561197979086508,2015-01-31,True
76561197979086508,2014-08-01,True
76561197978096694,,False
PigdogGetSome,2015-11-10,True
PigdogGetSome,2015-05-26,True
PigdogGetSome,2015-10-30,True
PigdogGetSome,2015-10-06,True
PigdogGetSome,2015-07-14,True
PigdogGetSome,2015-03-09,True
PigdogGetSome,2014-05-02,True
Ppkdoevil,,False
Ppkdoevil,2015-07-10,True
Ppkdoevil,2014-02-22,True
PikachuBruh,,True
GandalfsMagicwand,2015-07-26,True
GandalfsMagicwand,,True
UZS,2015-07-20,True
UZS,2014-08-17,True
UZS,,False
UZS,2015-08-10,True
UZS,2015-05-20,True
minecraftdude1111,2013-12-24,True
minecraftdude1111,,True
minecraftdude1111,2014-12-03,False
minecraftdude1111,2014-09-02,True
minecraftdude1111,2014-08-22,True
76561198083176167,,True
76561198083176167,,True
34573671264yi,,True
PinkPyroGames,2013-04-01,True
76561198073044894,2014-07-06,True
76561198073044894,2014-03-29,True
pirateness,2015-04-09,True
pirateness,2014-02-24,True
Pixelqt,,False
Pixelqt,,True
Pixelqt,,True
Pixelqt,2015-01-22,True
Pixelqt,,True
Pixelqt,2014-09-05,True
Pixelqt,,True
pixeltom,2015-01-24,True
pixeltom,2013-08-15,True
pixeltom,2013-08-15,True
pixeltom,2013-08-05,True
pixeltom,2013-04-18,True
pixeltom,2013-01-05,True
pixeltom,2012-07-16,True
pixeltom,2012-07-16,True
pixeltom,2011-12-31,True
SamuelRowe,2014-07-29,True
SamuelRowe,2014-04-04,True
76561198087480152,2015-06-05,False
76561198087480152,2015-12-05,True
76561198087480152,2014-04-19,True
76561198087480152,2014-09-27,False
pizzahutmanager,2015-12-03,True
pizzahutmanager,2014-01-25,True
76561198083439397,2013-12-06,True
hwarm,2014-10-12,True
hwarm,,True
76561198118129824,2015-05-14,True
76561198118129824,,True
76561198118129824,,True
Splifz,2015-08-16,True
Podzoz,2013-12-19,True
Podzoz,2013-09-14,True
Podzoz,2013-11-09,True
Podzoz,2014-08-29,True
notthesemuffins,2014-09-07,True
PlayerEdu06,2014-10-18,True
PlayerEdu06,,True
76561198002151678,,False
76561198002151678,,True
76561198002151678,,True
76561198002151678,,True
76561198002151678,,True
76561198094032017,,True
76561198094032017,2015-12-31,True
76561198094032017,2015-12-23,True
76561198094032017,2015-06-13,True
76561198089541911,,False
76561198089541911,2015-01-15,True
76561198089541911,2015-03-20,True
76561198089541911,,True
76561198089541911,2014-09-22,False
76561198089541911,2014-04-04,True
76561198089541911,2014-11-17,False
76561198089541911,2014-11-20,True
76561198093935386,2015-07-17,True
CJS1337s,2015-03-19,True
Prathik,,True
76561198257410650,,True
76561198257410650,,True
76561198257410650,,True
76561198066636734,2015-06-10,True
76561198102977568,2015-05-30,True
76561198102977568,2014-03-02,True
76561198102977568,2014-07-19,True
TheMightyWharu,2015-05-13,True
TheMightyWharu,2015-04-13,False
sameinator,2014-05-11,True
BasqueOG,2015-10-25,True
BasqueOG,2013-10-10,True
ProLove,2015-12-15,True
nerohellgate,2013-12-04,True
perverthentai,,True
sakataalan,2014-07-18,True
sakataalan,2013-12-30,True
76561198065265998,2015-12-07,False
76561198065265998,2015-09-07,False
76561198065265998,2015-07-03,True
76561198051318970,2014-09-26,True
76561198014987915,2013-11-09,True
Hot2DGrill,2015-12-11,True
76561198063159016,2015-10-11,True
76561198063159016,2015-08-20,True
76561198063159016,2015-03-10,True
76561198063159016,2015-01-04,True
murdadar,2014-03-23,False
murdadar,2014-02-13,True
murdadar,2013-12-18,True
76561198083973618,2014-05-15,True
76561198083973618,2014-12-23,False
76561198083973618,2015-07-14,True
76561198042491372,2012-07-15,True
76561198081203054,,True
Purple_Purgatory,2013-11-27,True
76561198083565647,2014-10-09,True
76561198056156998,2014-04-24,True
76561198056156998,2014-01-09,True
76561198056156998,2014-05-10,True
76561198056156998,2014-08-15,True
76561198056567053,2014-05-15,False
76561198056567053,2015-11-20,True
76561198056567053,2015-08-02,True
76561198056567053,2014-06-07,True
pixelism,2014-04-20,True
Pyro_Lizard,2015-02-27,True
Pystar,2015-11-27,True
Pystar,2015-01-06,True
unlivingroy,2014-06-13,True
unlivingroy,2014-02-22,True
unlivingroy,2014-01-03,True
donaldqinshihunagditrump,2014-03-27,True
donaldqinshihunagditrump,2014-10-02,True
donaldqinshihunagditrump,2014-03-27,True
SSchubert,2015-01-01,True
SSchubert,,True
Kane007,2014-08-11,True
Kane007,2014-08-06,True
Kane007,2014-04-27,True
iamquik,2014-05-13,True
ShotgunTheUnicorn,,True
ShotgunTheUnicorn,,True
ShotgunTheUnicorn,,True
ShotgunTheUnicorn,,True
76561198014047236,2014-03-30,True
76561198058107016,2015-09-12,False
76561198058107016,2015-03-27,True
76561198058107016,2015-01-16,True
76561198058107016,2014-11-07,True
76561198058107016,2014-08-30,True
76561198058107016,2014-08-19,True
76561198058107016,2014-07-25,True
76561198058107016,2014-05-31,True
76561198058107016,2013-02-26,True
76561198058107016,2012-07-30,True
RforRice,2015-12-31,True
RforRice,2015-12-01,True
RforRice,,True
RforRice,2015-12-15,True
RforRice,2015-10-15,False
76561198030902728,2014-08-29,False
RadioactiveWarlord,,True
raelwhiteout,2014-07-05,True
raelwhiteout,,True
raelwhiteout,,True
raelwhiteout,2015-08-21,True
raelwhiteout,,True
raelwhiteout,,True
raelwhiteout,2015-09-12,True
76561198074053059,,True
76561198074053059,2014-08-02,True
mopoops,,True
mopoops,2015-02-28,True
AURLNAME,,True
Silentfantasia,,True
dark_skeleton,2014-01-01,False
dark_skeleton,2014-01-01,True
dark_skeleton,2012-02-20,True
dizioboy,2015-09-05,True
dizioboy,2015-03-06,False
dizioboy,2015-08-03,True
dizioboy,2015-03-06,True
dizioboy,2013-05-17,True
76561198052106915,2013-01-20,True
kukkai_kfz,2015-09-20,True
kukkai_kfz,2015-08-22,True
1343534566,2014-02-04,True
1343534566,2014-02-05,True
1343534566,2014-02-05,True
76561198018100339,2015-04-04,True
76561198024531364,2015-07-02,True
76561198024531364,,True
raviyn,2015-01-17,True
Dyllz,2014-10-10,True
ravenmusicaus,2015-03-29,True
ravenmusicaus,,True
Ravironio,2015-05-20,True
Rawrimaviking,2013-12-22,True
76561198075257303,2014-07-15,True
76561197981203305,2013-12-25,False
76561197981203305,,False
76561197981203305,2015-11-15,False
76561197981203305,2013-12-20,False
76561197981203305,2014-08-01,True
recklesspug,2015-11-28,False
76561198059867666,2015-12-13,True
kmcca138,2013-12-15,True
76561198151925003,2015-07-25,True
76561198151925003,2014-09-09,True
76561198057594218,2015-06-05,False
76561198057594218,2014-02-15,True
76561198075983645,,True
76561198075983645,2014-12-18,True
76561198075983645,,False
76561198075983645,,True
76561198075983645,,False
76561198094936736,2014-07-03,True
76561198094936736,2014-06-27,True
76561198094936736,2014-06-27,False
76561198094936736,2014-02-10,False
76561198094936736,2014-10-30,False
76561198094936736,2014-10-30,True
76561198094936736,2014-06-26,True
76561198094936736,2014-04-23,True
RedOctopusTent,2014-10-24,True
Redoxide,2015-07-16,True
Redoxide,,True
Redoxide,2014-07-09,True
Redoxide,2012-12-29,True
76561198020059627,2015-06-28,True
RED_PRIDE,2014-01-18,True
RED_PRIDE,2013-11-23,True
76561198277039934,,True
R4iNy,2014-03-22,True
R4iNy,2015-11-08,False
R4iNy,2014-06-07,False
R4iNy,2013-12-30,True
76561198012040171,2014-08-14,True
Renegaderade,,True
Renegaderade,,True
Renegaderade,2014-11-29,True
Renegaderade,2014-11-29,True
76561198107946315,2014-04-18,True
76561198055325855,2014-01-18,True
reservegoalie,2014-07-03,True
76561198035721155,2014-06-30,True
76561198035721155,2012-05-18,True
76561198044557792,,True
Revan_Aldrei,2014-11-27,True
Revan_Aldrei,2014-12-09,True
Revan_Aldrei,,True
Revan_Aldrei,2015-02-11,True
Revan_Aldrei,,True
Revan_Aldrei,,True
Revan_Aldrei,2015-04-16,True
Revan_Aldrei,2014-10-27,True
Revolver_,,True
revolverace,2015-12-07,True
revolverace,2015-10-18,True
revolverace,2012-07-15,True
revolverace,2011-12-28,True
76561198011139135,2015-02-28,True
RexonGOn,2013-06-07,True
RexonGOn,2013-10-13,True
de_reyals,,True
Matoota,2014-02-22,False
bigmangina,2015-05-17,False
bigmangina,,True
76561198088143921,,True
76561198088143921,,True
76561198088143921,,True
76561198088143921,2015-05-11,True
76561198088143921,2014-08-15,True
76561198088143921,2014-04-24,True
pizzaman12,2014-09-10,True
pizzaman12,,True
pizzaman12,2015-05-21,True
pizzaman12,2015-12-17,True
pizzaman12,,False
pizzaman12,,True
76561198060295827,2015-11-16,True
Melancholyaesthetics,,True
Loverin,2015-10-08,False
Loverin,2015-10-11,True
Loverin,,True
Loverin,2015-09-21,True
Loverin,2014-06-05,True
Loverin,2013-11-17,True
rinco69,,True
rinco69,2014-01-11,True
76561198104547955,2014-07-06,True
noidhazbeendetectedno,2014-01-06,True
noidhazbeendetectedno,2014-03-19,False
hannyp,2013-04-06,True
hannyp,2013-12-11,True
hannyp,2013-07-17,True
hannyp,2013-03-04,True
batugratis,2014-07-12,True
batugratis,,True
batugratis,2014-12-28,True
batugratis,2014-03-01,True
76561198052479552,2015-11-30,True
76561198052479552,,True
76561198052479552,2015-11-30,True
76561198052479552,2015-06-25,True
76561198052479552,2015-02-28,True
76561198052479552,2014-12-05,True
76561198052479552,2013-01-13,True
76561198052479552,2013-01-13,True
76561198052479552,2012-12-12,True
76561198077421896,2013-12-29,True
rixs,,True
3548548564856498484894,2015-04-08,True
3548548564856498484894,2015-09-25,False
3548548564856498484894,2015-06-30,True
3548548564856498484894,2015-04-04,True
3548548564856498484894,2015-01-20,True
3548548564856498484894,2015-01-04,True
NoSwagm8,2015-06-04,True
NoSwagm8,2015-01-06,True
NoSwagm8,2014-08-15,True
NoSwagm8,2014-04-16,True
76561198072526121,2014-05-16,True
76561198065900839,2015-10-20,True
76561198065900839,2015-03-01,True
76561198065900839,2015-10-31,True
76561198065900839,,True
76561198065900839,2015-07-24,True
76561198040603456,2014-10-01,True
76561198040603456,,True
76561198064713620,2014-10-03,True
76561198064713620,2014-11-17,True
76561198064713620,,True
76561198064713620,2015-01-18,True
76561198064713620,2014-11-27,True
76561198056707717,2014-01-22,True
76561198056707717,,True
76561198101520512,2013-12-30,True
roguejet,,True
roguejet,2014-03-06,True
rogueone3,2014-06-05,True
rogueone3,2014-02-16,True
76561198070139450,2015-05-22,False
rojomojo890,,True
76561198044236862,2014-12-27,True
TheRealRoLLy,2014-04-20,True
Roodles,2014-01-19,True
Roodles,2013-10-19,True
76561198075973825,2014-05-23,True
76561198308665434,,True
76561198308665434,,True
76561198308665434,,True
76561198308665434,,True
76561198308665434,,True
76561198308665434,,True
adli15,2013-12-30,True
adli15,2013-12-25,True
76561198050590067,2014-06-27,True
76561198078909556,2015-12-15,False
76561198078909556,2014-12-26,False
76561198078909556,,False
76561198078909556,,True
ScoutCounterAttack,2015-03-11,True
ScoutCounterAttack,2015-02-16,True
ScoutCounterAttack,2015-01-28,False
76561198092310770,,True
76561198092310770,2015-10-20,True
76561198092310770,,True
76561198092310770,2015-10-20,True
76561198092310770,2015-11-27,True
76561198092310770,2015-12-10,True
jgrulez,2014-12-18,True
76561198103697364,,True
76561198103697364,,True
76561198103697364,,True
76561198061851487,2014-09-05,True
hazixstar,,True
hazixstar,2015-09-19,False
76561198061679549,2014-10-05,True
ryukahtk,2015-04-18,True
ryukahtk,2015-04-18,False
ryukahtk,2014-07-08,True
76561198195478589,,True
76561198195478589,,True
76561198195478589,,True
76561198195478589,,True
76561198195478589,,True
76561198195478589,,True
76561198195478589,2015-12-01,True
76561198195478589,2015-11-10,False
76561198058800703,2015-06-03,True
SuppanutC,,True
76561197977705860,2015-01-09,True
76561197977705860,2014-06-24,True
76561197977705860,2013-04-24,True
76561198063241906,2014-05-17,True
76561198063241906,2014-04-04,True
76561198063241906,2013-11-02,True
76561198063241906,2013-10-11,True
76561198063241906,2013-08-15,True
76561198063241906,2013-01-13,True
MrSaberr,2015-09-15,True
MrSaberr,2015-09-15,True
MrSaberr,,True
penguiin1,,True
penguiin1,2015-01-22,True
penguiin1,2015-01-22,True
penguiin1,2015-01-22,True
SafetyPinLoL,2014-07-09,True
SafetyPinLoL,2015-09-22,True
SafetyPinLoL,,False
SafetyPinLoL,2014-04-25,True
SafetyPinLoL,,True
SafetyPinLoL,2014-03-19,True
SafetyPinLoL,2014-04-15,True
SafetyPinLoL,2014-04-17,True
SafetyPinLoL,2013-12-23,True
frogmcvape,2014-03-15,True
frogmcvape,2013-12-10,True
SakifX9,2014-08-09,True
SakifX9,2014-11-30,True
SakifX9,2014-10-05,True
SakifX9,2014-12-31,True
SakifX9,2015-05-23,True
SakifX9,,False
SakifX9,2014-06-26,False
SakifX9,,False
SakifX9,2015-06-02,True
SakifX9,2015-04-10,False
76561198051644906,2014-12-13,True
76561198051644906,2014-12-13,True
76561198051644906,2014-10-03,True
76561198051644906,2014-01-10,True
Hispania,2015-08-26,False
76561198071873679,,True
icphoton,2014-01-24,True
SaltySpittoon,2015-01-02,True
SaltySpittoon,2014-08-23,True
76561198132392635,2015-10-16,False
76561198132392635,,True
76561198132392635,2015-11-14,True
76561198132392635,2015-10-22,True
76561198132392635,2015-10-21,True
76561198132392635,2015-10-21,True
76561198132392635,2015-09-11,True
76561198048139650,,True
76561198137804149,2015-02-02,False
76561198058241886,2014-10-10,True
76561198058241886,2014-08-01,True
Sam_Slade,,False
Sam_Slade,,True
Sam_Slade,,False
Sam_Slade,,False
Sam_Slade,,False
Sam_Slade,2015-01-06,True
samham1,2014-12-01,True
samham1,2013-12-22,True
samham1,2014-01-24,True
samham1,2014-01-10,True
samham1,2013-12-16,False
samham1,2013-12-17,True
bumpy213,,True
76561198067884266,2014-07-04,False
76561198050680344,2015-11-15,False
goldderpnerd,,True
76561198068302605,2015-05-16,True
76561198068302605,2014-12-28,True
hentaisandysenpai,2014-12-03,True
hentaisandysenpai,2014-11-13,True
hentaisandysenpai,2015-06-20,True
hentaisandysenpai,2014-12-26,True
hentaisandysenpai,2014-09-06,False
hentaisandysenpai,2015-03-13,True
KRASA,2014-08-02,True
KRASA,2014-04-01,True
KRASA,2014-04-24,True
KRASA,2014-02-21,True
KRASA,2014-02-21,True
S1F,2014-09-19,True
76561198072904490,2014-01-22,True
76561198058535930,2015-01-24,True
76561198084357605,2014-10-15,True
SpaghettiNoodles,2013-12-27,True
76561198073094808,2013-12-20,True
76561198073570262,,True
76561198149898927,,True
76561198149898927,,True
76561198149898927,2015-10-15,True
76561198036524567,2014-11-04,True
LunkTehHero,2015-09-08,True
LunkTehHero,2015-12-25,True
LunkTehHero,2014-02-15,True
76561198058760041,2015-04-15,True
76561198058760041,2015-10-24,True
76561198058760041,2015-03-16,True
76561198058760041,2013-11-27,True
76561198058760041,,True
76561198058760041,2013-12-17,True
76561198058760041,2012-12-17,True
76561198058760041,2014-04-27,False
avh,2015-08-31,True
Batthew,,True
Batthew,,True
Batthew,,True
Batthew,,False
Batthew,2014-11-06,True
Madkeen,2014-09-28,True
Madkeen,,True
76561198072676817,2014-07-10,True
76561198072676817,,True
MegaMario48,2015-09-19,True
MegaMario48,,True
76561198095481091,2014-03-01,True
76561198106191230,,True
76561198041859916,2014-05-27,True
goldnugget666,2015-04-24,True
goldnugget666,2014-06-04,True
goldnugget666,2015-07-14,True
goldnugget666,2015-06-05,True
goldnugget666,2015-02-12,True
goldnugget666,2015-11-11,True
76561198013564709,,False
76561198013564709,,True
76561198013564709,,True
76561198013564709,,False
