user_id,total_spent,items_count,recommend_total,percent_recommend
76561198038148907,2862.44,256,8.0,3.12
76561198038178364,553.71,39,0.0,0.0
76561198038183650,586.57,93,0.0,0.0
76561198038187501,29.99,2,0.0,0.0
76561198038188845,214.87,44,0.0,0.0
76561198038205707,661.55,66,0.0,0.0
76561198038210954,239.82,36,1.0,2.78
76561198038217554,334.61,31,0.0,0.0
76561198038217902,129.96,8,0.0,0.0
76561198038221871,296.79,54,0.0,0.0
76561198038223431,397.7,35,0.0,0.0
76561198038227615,44.96,4,1.0,25.0
76561198038228033,1133.3,106,3.0,2.83
76561198038230057,2330.09,200,0.0,0.0
76561198038246904,379.21,34,0.0,0.0
76561198038253444,0.0,1,0.0,0.0
76561198038258914,867.49,85,1.0,1.18
76561198038259170,3228.4,216,1.0,0.46
76561198038259400,1875.8899999999999,175,2.0,1.14
76561198038261451,1421.09,135,0.0,0.0
76561198038261829,145.88,14,0.0,0.0
76561198038261903,984.28,108,0.0,0.0
76561198038263531,96.95,64,1.0,1.56
76561198038264349,963.4499999999999,93,1.0,1.08
76561198038286284,169.89999999999998,43,1.0,2.33
76561198038290502,933.42,72,0.0,0.0
76561198038291040,71.92,11,0.0,0.0
76561198038291513,0.0,9,1.0,11.11
76561198038292032,19.98,5,0.0,0.0
76561198038293072,2966.24,191,0.0,0.0
76561198038296985,3627.48,250,1.0,0.4
76561198038298539,479.73999999999995,49,0.0,0.0
76561198038300335,187.75,25,0.0,0.0
76561198038301951,2299.74,168,0.0,0.0
76561198038303795,324.83,52,0.0,0.0
76561198038329396,996.51,74,0.0,0.0
76561198038332068,1033.37,98,0.0,0.0
76561198038335264,2384.42,196,4.0,2.04
76561198038335577,3974.52,278,2.0,0.72
76561198038335636,329.81,30,0.0,0.0
76561198038336895,666.62,49,0.0,0.0
76561198038339835,1254.1399999999999,104,1.0,0.96
76561198038342261,39.98,3,0.0,0.0
76561198038347125,141.93,14,0.0,0.0
76561198038362814,794.49,75,0.0,0.0
76561198038363712,197.88,21,0.0,0.0
76561198038367545,44.97,7,0.0,0.0
76561198038370106,44.98,2,0.0,0.0
76561198038371920,104.92999999999999,10,0.0,0.0
76561198038372798,773.5799999999999,61,0.0,0.0
76561198038374904,2242.41,217,1.0,0.46
76561198038377132,302.79,32,0.0,0.0
76561198038379794,2390.22,235,0.0,0.0
76561198038394875,1086.44,107,0.0,0.0
76561198038397345,676.5799999999999,54,1.0,1.85
76561198038398765,1427.97,174,6.0,3.45
76561198038401167,1647.08,122,1.0,0.82
76561198038427562,310.84999999999997,21,0.0,0.0
76561198038432168,9.99,2,0.0,0.0
76561198038432994,1753.68,139,1.0,0.72
76561198038440097,2020.8799999999999,159,0.0,0.0
76561198038447335,1069.55,64,0.0,0.0
76561198038449377,276.88,25,0.0,0.0
76561198038462124,19.99,6,0.0,0.0
76561198038470036,84.94999999999999,7,0.0,0.0
76561198038477500,910.38,87,0.0,0.0
76561198038477932,996.55,102,0.0,0.0
76561198038479513,9.99,4,0.0,0.0
76561198038483797,638.6,83,0.0,0.0
76561198038485696,301.81,17,0.0,0.0
76561198038486109,42.97,4,0.0,0.0
76561198038486363,3989.16,291,3.0,1.03
76561198038487481,3081.91,220,0.0,0.0
76561198038488099,342.78,50,0.0,0.0
76561198038488949,2635.25,241,0.0,0.0
76561198038489113,265.83,22,0.0,0.0
76561198038494153,149.9,15,0.0,0.0
76561198038513068,1151.4,79,0.0,0.0
76561198038513348,3375.88,288,0.0,0.0
76561198038514264,14.99,6,0.0,0.0
76561198038515329,426.81,44,0.0,0.0
76561198038516576,0.0,1,0.0,0.0
76561198038518158,644.61,52,0.0,0.0
76561198038526499,1470.22,134,1.0,0.75
76561198038528197,355.83,39,0.0,0.0
76561198038530133,868.5,84,0.0,0.0
76561198038536815,2198.46,171,0.0,0.0
76561198038539509,1354.36,94,0.0,0.0
76561198038543240,14.99,11,1.0,9.09
76561198038555019,29.98,6,0.0,0.0
76561198038567931,643.63,65,1.0,1.54
76561198038572397,1211.41,116,1.0,0.86
76561198038573915,6944.42,671,1.0,0.15
76561198038577311,723.63,58,1.0,1.72
76561198038601970,564.71,46,0.0,0.0
76561198038603588,1215.35,92,0.0,0.0
76561198038604456,595.75,66,0.0,0.0
76561198038604546,124.92,16,2.0,12.5
76561198038607132,1085.3,85,0.0,0.0
76561198038612836,1068.31,93,1.0,1.08
76561198038638984,9.99,2,0.0,0.0
76561198038644750,988.22,67,0.0,0.0
76561198038653023,361.77,31,0.0,0.0
76561198038657407,1027.53,77,0.0,0.0
76561198038659583,1231.27,97,3.0,3.09
76561198038659753,3769.3199999999997,333,0.0,0.0
76561198038659925,2179.54,173,0.0,0.0
76561198038661567,1290.27,103,0.0,0.0
76561198038661877,3221.22,272,0.0,0.0
76561198038665169,264.9,14,0.0,0.0
76561198038672099,49.97,7,0.0,0.0
76561198038676500,378.81,32,1.0,3.12
76561198038678880,797.61,51,0.0,0.0
76561198038683788,169.88,18,0.0,0.0
76561198038684178,0.0,2,0.0,0.0
76561198038687462,34.97,4,0.0,0.0
76561198038690710,399.86,22,0.0,0.0
76561198038691002,335.84,29,0.0,0.0
76561198038692032,1212.37,70,1.0,1.43
76561198038695952,654.68,34,0.0,0.0
76561198038707252,341.78999999999996,29,0.0,0.0
76561198038708917,1124.03,106,0.0,0.0
76561198038712243,54.980000000000004,3,0.0,0.0
76561198038715881,549.71,49,1.0,2.04
76561198038718303,1043.4299999999998,77,0.0,0.0
76561198038719006,2583.57,241,0.0,0.0
76561198038722008,177.88,29,1.0,3.45
76561198038734710,4280.5,358,1.0,0.28
76561198038740854,2352.92,215,0.0,0.0
76561198038741062,1148.21,73,9.0,12.33
76561198038743710,2631.66,172,1.0,0.58
76561198038746958,572.73,54,0.0,0.0
76561198038748490,799.63,64,0.0,0.0
76561198038758372,2712.7999999999997,220,0.0,0.0
76561198038758914,757.4399999999999,69,1.0,1.45
76561198038762341,9.99,2,0.0,0.0
76561198038762356,3298.63,296,0.0,0.0
76561198038765877,479.78,28,0.0,0.0
76561198038766477,1677.26,97,0.0,0.0
76561198038768759,3077.59,289,0.0,0.0
76561198038780818,51.95,7,0.0,0.0
76561198038781794,117.91,8,0.0,0.0
76561198038797506,674.64,64,0.0,0.0
76561198038799075,1081.15,91,1.0,1.1
76561198038801822,224.82,27,0.0,0.0
76561198038802535,229.88,16,0.0,0.0
76561198038806201,294.83,28,0.0,0.0
76561198038808637,140.9,15,0.0,0.0
76561198038832038,114.92,11,0.0,0.0
76561198038835768,74.96,10,0.0,0.0
76561198038836777,770.49,77,0.0,0.0
76561198038837191,2530.4,175,1.0,0.57
76561198038838295,159.93,14,0.0,0.0
76561198038838463,730.59,59,1.0,1.69
76561198038840485,590.6899999999999,52,0.0,0.0
76561198038840599,2041.6799999999998,155,6.0,3.87
76561198038863639,1174.33,86,0.0,0.0
76561198038866958,1053.3899999999999,97,0.0,0.0
76561198038869036,3109.14,241,2.0,0.83
76561198038870545,838.43,117,0.0,0.0
76561198038873390,34.97,6,0.0,0.0
76561198038874141,531.7,41,0.0,0.0
76561198038876471,152.89,22,0.0,0.0
76561198038879240,2339.34,195,0.0,0.0
76561198038901872,724.38,74,0.0,0.0
76561198038904036,89.94,8,0.0,0.0
76561198038904114,943.42,100,1.0,1.0
76561198038904573,445.71,33,1.0,3.03
76561198038906887,284.91,22,0.0,0.0
76561198038907084,54.96,30,0.0,0.0
76561198038911168,44.96,7,0.0,0.0
76561198038932396,384.7,39,0.0,0.0
76561198038935216,2653.45,216,2.0,0.93
76561198038939198,2104.36,193,0.0,0.0
76561198038939996,1736.24,137,0.0,0.0
76561198038943115,2414.31,207,0.0,0.0
76561198038946651,569.54,30,0.0,0.0
76561198038948837,264.85,22,0.0,0.0
76561198038948838,19.99,7,0.0,0.0
76561198038949327,0.0,1,0.0,0.0
76561198038951129,627.64,47,1.0,2.13
76561198038955969,2612.94,254,0.0,0.0
76561198038967544,821.55,65,0.0,0.0
76561198038978312,595.7,40,0.0,0.0
76561198038978984,254.88,21,0.0,0.0
76561198038983816,646.51,63,0.0,0.0
76561198038995719,1090.28,65,0.0,0.0
76561198038997293,2804.0,239,0.0,0.0
76561198038998675,634.64,52,1.0,1.92
76561198038999199,569.58,51,0.0,0.0
76561198039000328,199.93,27,0.0,0.0
76561198039024962,336.76,55,1.0,1.82
76561198039026116,374.81,33,0.0,0.0
76561198039026236,841.5,79,0.0,0.0
76561198039030864,716.47,103,1.0,0.97
76561198039036246,407.77,54,1.0,1.85
76561198039046779,1357.53,117,0.0,0.0
76561198039047318,1288.4099999999999,83,0.0,0.0
76561198039048129,406.73,48,0.0,0.0
76561198039050385,2051.86,148,1.0,0.68
76561198039067570,54.96,9,0.0,0.0
76561198039071500,0.0,6,0.0,0.0
76561198039084632,169.89,20,0.0,0.0
76561198039085081,1624.1499999999999,103,0.0,0.0
76561198039085734,2034.09,134,0.0,0.0
76561198039088657,1277.25,113,0.0,0.0
76561198039106272,61.95,20,1.0,5.0
76561198039113720,2177.89,152,0.0,0.0
76561198039114434,376.74,32,0.0,0.0
76561198039117198,1107.3,82,0.0,0.0
76561198039118942,354.83,34,0.0,0.0
76561198039119848,489.79,32,0.0,0.0
76561198039123083,184.91,28,0.0,0.0
76561198039125033,1004.15,103,0.0,0.0
76561198039125163,1499.17,114,0.0,0.0
76561198039126599,1546.0,153,0.0,0.0
76561198039127695,124.95,9,0.0,0.0
76561198039128091,244.9,8,0.0,0.0
76561198039130901,650.64,51,0.0,0.0
76561198039155204,29.98,34,0.0,0.0
76561198039157771,79.97,9,0.0,0.0
76561198039159754,49.97,4,0.0,0.0
76561198039159831,2027.7,174,0.0,0.0
76561198039160345,125.88,19,0.0,0.0
76561198039161369,1289.28,94,0.0,0.0
76561198039168677,208.89999999999998,25,0.0,0.0
76561198039183543,115.89999999999999,14,1.0,7.14
76561198039191658,252.60999999999999,25,1.0,4.0
76561198039192872,2592.29,206,1.0,0.49
76561198039194306,942.45,74,0.0,0.0
76561198039194335,1209.34,79,0.0,0.0
76561198039196385,340.86,22,0.0,0.0
76561198039197193,947.45,85,1.0,1.18
76561198039197199,816.42,86,2.0,2.33
76561198039199593,1349.1399999999999,119,2.0,1.68
76561198039227378,1841.76,177,0.0,0.0
76561198039230370,1760.84,154,0.0,0.0
76561198039231873,1319.32,98,0.0,0.0
76561198039231878,469.82,31,0.0,0.0
76561198039233217,377.66,54,0.0,0.0
76561198039234753,429.83,27,0.0,0.0
76561198039236799,390.78,22,0.0,0.0
76561198039237769,1649.94,148,0.0,0.0
76561198039261222,99.92999999999999,30,0.0,0.0
76561198039266268,44.97,13,0.0,0.0
76561198039266832,1038.41,92,0.0,0.0
76561198039273586,124.92999999999999,11,0.0,0.0
76561198039275659,160.91,9,0.0,0.0
76561198039283395,1447.17,108,0.0,0.0
76561198039285324,249.8,39,1.0,2.56
76561198039287651,245.85999999999999,25,0.0,0.0
76561198039290125,1632.01,122,1.0,0.82
76561198039317610,9.99,2,0.0,0.0
76561198039320954,1201.17,114,0.0,0.0
76561198039327637,1066.34,105,1.0,0.95
76561198039328471,3078.86,221,2.0,0.9
76561198039329823,365.76,31,0.0,0.0
76561198039330239,3338.45,222,1.0,0.45
76561198039333800,1098.44,152,0.0,0.0
76561198039354012,167.87,20,0.0,0.0
76561198039356402,1756.17,119,0.0,0.0
76561198039358602,1403.24,116,0.0,0.0
76561198039360623,914.6,63,0.0,0.0
76561198039361058,1098.28,95,0.0,0.0
76561198039361208,289.84,19,0.0,0.0
76561198039366011,3900.38,308,0.0,0.0
76561198039369983,978.3399999999999,89,0.0,0.0
76561198039393712,2198.5099999999998,186,1.0,0.54
76561198039395862,2372.66,179,1.0,0.56
76561198039397758,1167.1299999999999,100,3.0,3.0
76561198039400240,678.38,73,1.0,1.37
76561198039404801,774.6,44,0.0,0.0
76561198039411670,34.980000000000004,7,0.0,0.0
76561198039412282,162.89,16,0.0,0.0
76561198039434070,1129.28,126,1.0,0.79
76561198039434430,129.92000000000002,14,0.0,0.0
76561198039435842,3164.16,216,0.0,0.0
76561198039441595,4177.0,389,3.0,0.77
76561198039467458,64.98,6,0.0,0.0
76561198039477510,115.9,12,0.0,0.0
76561198039477603,2492.75,253,0.0,0.0
76561198039479583,885.34,124,2.0,1.61
76561198039481795,394.6,29,0.0,0.0
76561198039482819,2847.95,218,1.0,0.46
76561198039483439,381.78,33,0.0,0.0
76561198039483841,149.91,26,1.0,3.85
76561198039485799,680.39,98,1.0,1.02
76561198039487711,1316.12,85,0.0,0.0
76561198039501658,167.86,15,0.0,0.0
76561198039503420,1793.92,132,0.0,0.0
76561198039506014,1973.98,126,1.0,0.79
76561198039508794,99.93,16,0.0,0.0
76561198039508958,506.78,40,0.0,0.0
76561198039509150,2394.7,163,0.0,0.0
76561198039513044,54.97,6,0.0,0.0
76561198039514270,819.51,66,7.0,10.61
76561198039516689,1607.04,121,0.0,0.0
76561198039520957,831.34,75,0.0,0.0
76561198039526217,279.79,29,1.0,3.45
76561198039538028,14.99,9,0.0,0.0
76561198039543876,19.99,4,0.0,0.0
76561198039553984,59.970000000000006,13,0.0,0.0
76561198039554307,59.97,25,1.0,4.0
76561198039554958,1576.91,117,0.0,0.0
76561198039555130,500.49,34,0.0,0.0
76561198039555714,85.92,13,0.0,0.0
76561198039557132,94.95,6,0.0,0.0
76561198039567938,1694.21,84,0.0,0.0
76561198039573941,3134.13,226,0.0,0.0
76561198039574869,99.98,8,0.0,0.0
76561198039576847,239.84,23,0.0,0.0
76561198039577397,1647.75,156,0.0,0.0
76561198039577653,5227.03,465,2.0,0.43
76561198039585445,1084.24,110,0.0,0.0
76561198039585509,630.62,69,0.0,0.0
76561198039593711,236.82,31,1.0,3.23
76561198039593988,10.98,23,0.0,0.0
76561198039601082,971.4399999999999,84,0.0,0.0
76561198039601509,307.78,36,0.0,0.0
76561198039603047,1189.3799999999999,104,0.0,0.0
76561198039603140,272.79,38,0.0,0.0
76561198039603498,2391.65,164,0.0,0.0
76561198039604126,1670.06,105,0.0,0.0
76561198039605358,213.35999999999999,69,0.0,0.0
76561198039606680,1268.33,85,3.0,3.53
76561198039607922,418.72999999999996,32,0.0,0.0
76561198039608882,1897.24,157,0.0,0.0
76561198039612956,19.99,1,0.0,0.0
76561198039613316,1131.08,98,0.0,0.0
76561198039615816,1469.1299999999999,113,0.0,0.0
76561198039616786,39.97,9,0.0,0.0
76561198039625772,79.94999999999999,9,0.0,0.0
76561198039630063,168.87,54,0.0,0.0
76561198039631435,743.73,38,0.0,0.0
76561198039665073,3647.99,245,2.0,0.82
76561198039667687,2159.68,161,0.0,0.0
76561198039668365,629.6899999999999,51,0.0,0.0
76561198039684922,278.8,63,1.0,1.59
76561198039685540,409.80999999999995,24,0.0,0.0
76561198039694890,752.51,70,0.0,0.0
76561198039696884,790.44,75,0.0,0.0
76561198039697738,284.87,16,0.0,0.0
76561198039699232,79.94999999999999,14,0.0,0.0
76561198039700106,814.5,64,0.0,0.0
76561198039700455,2044.8799999999999,168,1.0,0.6
76561198039704283,170.9,12,0.0,0.0
76561198039705253,71.94,7,0.0,0.0
76561198039706731,2117.82,142,0.0,0.0
76561198039707586,609.77,34,0.0,0.0
76561198039710221,639.76,35,0.0,0.0
76561198039740325,2910.75,236,0.0,0.0
76561198039740813,367.8,66,0.0,0.0
76561198039741155,881.4499999999999,76,2.0,2.63
76561198039741219,1700.97,104,0.0,0.0
76561198039742603,1315.1699999999998,109,0.0,0.0
76561198039743117,520.52,38,0.0,0.0
76561198039744725,357.83,23,0.0,0.0
76561198039745235,104.9,15,0.0,0.0
76561198039746024,3630.04,218,0.0,0.0
76561198039747063,397.75,42,0.0,0.0
76561198039748303,2573.5099999999998,178,0.0,0.0
76561198039772194,184.9,15,1.0,6.67
76561198039772924,1832.06,153,0.0,0.0
76561198039778856,1517.19,114,0.0,0.0
76561198039779059,970.25,58,0.0,0.0
76561198039780217,143.9,16,1.0,6.25
76561198039780231,463.72,42,0.0,0.0
76561198039781567,830.47,66,1.0,1.52
76561198039781805,325.81,24,0.0,0.0
76561198039782431,259.84999999999997,42,0.0,0.0
76561198039798659,703.7,39,0.0,0.0
76561198039807182,3426.7599999999998,239,0.0,0.0
76561198039807502,130.88,33,0.0,0.0
76561198039814111,761.4,79,0.0,0.0
76561198039816101,277.84999999999997,21,0.0,0.0
76561198039821585,937.21,105,0.0,0.0
76561198039825965,279.83,31,0.0,0.0
76561198039832932,143.92,90,8.0,8.89
76561198039834363,84.96000000000001,7,0.0,0.0
76561198039853978,308.74,34,0.0,0.0
76561198039861201,344.84000000000003,55,0.0,0.0
76561198039862207,9.99,6,0.0,0.0
76561198039866130,665.38,51,0.0,0.0
76561198039866603,269.72,33,0.0,0.0
76561198039867901,244.87,25,0.0,0.0
76561198039871727,3199.94,228,0.0,0.0
76561198039871945,676.5699999999999,65,0.0,0.0
76561198039874575,1299.32,103,1.0,0.97
76561198039880061,2331.79,155,0.0,0.0
76561198039880633,249.88,21,0.0,0.0
76561198039880975,591.65,46,1.0,2.17
76561198039881593,892.47,83,1.0,1.2
76561198039887465,0.0,3,0.0,0.0
76561198039896614,1180.42,79,0.0,0.0
76561198039900276,739.5999999999999,55,1.0,1.82
76561198039902992,1671.75,144,1.0,0.69
76561198039910785,139.93,18,0.0,0.0
76561198039915945,34.98,8,0.0,0.0
76561198039917577,64.97,4,0.0,0.0
76561198039917761,1282.25,102,2.0,1.96
76561198039920599,74.96,6,0.0,0.0
76561198039942668,249.85,39,3.0,7.69
76561198039945586,890.4399999999999,67,0.0,0.0
76561198039945991,1194.16,130,0.0,0.0
76561198039947062,1167.33,97,0.0,0.0
76561198039954367,1422.04,139,0.0,0.0
76561198039957089,613.62,76,1.0,1.32
76561198039957481,1341.9,129,1.0,0.78
76561198039959949,636.5699999999999,56,0.0,0.0
76561198039969558,752.48,63,0.0,0.0
76561198039975988,701.5,63,0.0,0.0
76561198039978256,1557.19,112,0.0,0.0
76561198039985016,182.92,15,0.0,0.0
76561198039986717,564.73,38,0.0,0.0
76561198039989341,991.43,125,0.0,0.0
76561198039991762,114.91999999999999,13,0.0,0.0
76561198039993953,9.99,13,0.0,0.0
76561198040016388,697.56,58,2.0,3.45
76561198040016878,2050.57,175,0.0,0.0
76561198040021446,335.69,57,0.0,0.0
76561198040022057,447.82,29,0.0,0.0
76561198040024490,775.99,105,0.0,0.0
76561198040025876,901.34,87,0.0,0.0
76561198040028134,159.9,18,0.0,0.0
76561198040031161,470.72,38,0.0,0.0
76561198040035610,94.95,29,0.0,0.0
76561198040045482,866.5,72,1.0,1.39
76561198040050659,529.6899999999999,71,0.0,0.0
76561198040054040,757.4399999999999,74,0.0,0.0
76561198040054311,19.97,6,0.0,0.0
76561198040055576,1326.12,115,0.0,0.0
76561198040055640,414.68,51,0.0,0.0
76561198040056350,468.78000000000003,46,0.0,0.0
76561198040059592,339.86,19,0.0,0.0
76561198040059670,280.8,27,0.0,0.0
76561198040065587,0.0,2,0.0,0.0
76561198040079026,258.74,46,1.0,2.17
76561198040089839,109.94,10,0.0,0.0
76561198040098182,117.91999999999999,9,0.0,0.0
76561198040103385,755.47,72,0.0,0.0
76561198040104199,5498.53,433,7.0,1.62
76561198040106461,307.86,30,0.0,0.0
76561198040107391,2666.5099999999998,185,0.0,0.0
76561198040123648,9.99,1,0.0,0.0
76561198040128476,1610.06,129,1.0,0.78
76561198040129226,513.66,59,0.0,0.0
76561198040130448,144.92,14,0.0,0.0
76561198040135674,1338.23,112,0.0,0.0
76561198040138006,1557.01,139,0.0,0.0
76561198040143778,978.26,94,0.0,0.0
76561198040145891,125.89,25,0.0,0.0
76561198040148259,2189.7,164,1.0,0.61
76561198040149411,410.54999999999995,42,0.0,0.0
76561198040150569,1246.41,78,0.0,0.0
76561198040152832,887.5,61,3.0,4.92
76561198040157257,687.54,74,1.0,1.35
76561198040160739,459.78,32,0.0,0.0
76561198040163405,104.94,14,0.0,0.0
76561198040176744,59.98,8,0.0,0.0
76561198040177130,59.98,9,0.0,0.0
76561198040177402,239.88,23,0.0,0.0
76561198040183690,3530.84,329,5.0,1.52
76561198040188061,1894.42,174,3.0,1.72
76561198040195593,1329.33,102,0.0,0.0
76561198040195629,163.85,16,0.0,0.0
76561198040196204,139.92,13,0.0,0.0
76561198040197777,249.87,19,1.0,5.26
76561198040200665,880.18,107,0.0,0.0
76561198040222752,1559.98,120,0.0,0.0
76561198040223674,315.8,26,0.0,0.0
76561198040225821,0.0,10,0.0,0.0
76561198040232638,819.61,48,0.0,0.0
76561198040233149,104.93,16,0.0,0.0
76561198040236658,1081.35,77,0.0,0.0
76561198040237239,739.4,84,0.0,0.0
76561198040238223,889.52,93,0.0,0.0
76561198040252784,419.8,23,0.0,0.0
76561198040257934,4124.17,429,9.0,2.1
76561198040258080,3853.36,343,0.0,0.0
76561198040258534,2960.45,248,3.0,1.21
76561198040262464,104.92,12,0.0,0.0
76561198040262958,54.96,6,0.0,0.0
76561198040263918,2466.04,208,0.0,0.0
76561198040264010rr,5373.75,461,2.0,0.43
76561198040271643,1222.19,90,0.0,0.0
76561198040273443,59.97,4,0.0,0.0
76561198040277893,385.74,33,1.0,3.03
76561198040278439,1414.1299999999999,125,1.0,0.8
76561198040295944,410.73,44,0.0,0.0
76561198040303993,216.85,32,0.0,0.0
76561198040305315,2607.75,224,2.0,0.89
76561198040307789,1035.24,81,0.0,0.0
76561198040307951,258.83,24,0.0,0.0
76561198040311085,1454.93,116,0.0,0.0
76561198040335724,64.95,14,0.0,0.0
76561198040335905,149.93,12,0.0,0.0
76561198040335971,59.96,10,2.0,20.0
76561198040340682,5989.67,561,2.0,0.36
76561198040342945,150.9,37,0.0,0.0
76561198040344081,460.7,50,0.0,0.0
76561198040344538,139.91,15,0.0,0.0
76561198040345799,731.53,73,2.0,2.74
76561198040367674,493.71,39,0.0,0.0
76561198040367954,358.84000000000003,37,0.0,0.0
76561198040372124,352.78,25,0.0,0.0
76561198040375101,64.96,9,0.0,0.0
76561198040375173,284.82,27,0.0,0.0
76561198040376739,1467.05,124,1.0,0.81
76561198040378347,1031.4099999999999,88,1.0,1.14
76561198040385787,5927.38,520,3.0,0.58
76561198040400832,14.99,1,0.0,0.0
76561198040410124,535.78,30,0.0,0.0
76561198040419657,2072.08,174,0.0,0.0
76561198040423315,820.56,53,1.0,1.89
76561198040435707,49.96,8,0.0,0.0
76561198040444978,243.79,49,0.0,0.0
76561198040444994,169.89999999999998,16,0.0,0.0
76561198040447850,14.99,6,0.0,0.0
76561198040448714,1302.34,93,0.0,0.0
76561198040454306,1706.02,122,0.0,0.0
76561198040457921,651.63,63,0.0,0.0
76561198040467357,4966.44,459,0.0,0.0
76561198040467801,199.89999999999998,12,0.0,0.0
76561198040468631,584.64,61,0.0,0.0
76561198040469947,3017.42,288,1.0,0.35
76561198040484868,114.91,13,0.0,0.0
76561198040493808,745.62,64,0.0,0.0
76561198040495105,695.65,62,0.0,0.0
76561198040497648,99.94,9,0.0,0.0
76561198040499237,153.91,12,0.0,0.0
76561198040500609,634.64,61,0.0,0.0
76561198040502775,224.88,21,0.0,0.0
76561198040509471,119.9,13,0.0,0.0
76561198040511651,329.84,29,1.0,3.45
76561198040521194,149.91,20,0.0,0.0
76561198040529344,389.71999999999997,62,0.0,0.0
76561198040530605,1283.15,120,8.0,6.67
76561198040530624,85.93,13,0.0,0.0
76561198040532094,470.62,46,0.0,0.0
76561198040532631,1296.32,209,0.0,0.0
76561198040533791,367.75,32,0.0,0.0
76561198040536151,239.84,17,0.0,0.0
76561198040538927,892.41,79,0.0,0.0
76561198040541293,0.0,1,0.0,0.0
76561198040547803,279.82,31,0.0,0.0
76561198040550593,449.78,32,0.0,0.0
76561198040562006,878.27,90,0.0,0.0
76561198040566460,1431.93,124,0.0,0.0
76561198040567282,69.95,9,0.0,0.0
76561198040568032,271.82,25,0.0,0.0
76561198040568053,39.99,3,0.0,0.0
76561198040569763,1134.18,115,0.0,0.0
76561198040570437,1412.03,127,0.0,0.0
76561198040571967,394.78,33,0.0,0.0
76561198040572871,1448.09,102,3.0,2.94
76561198040574923,712.56,62,0.0,0.0
76561198040575571,2666.39,228,0.0,0.0
76561198040575639,214.89999999999998,26,0.0,0.0
76561198040577148,134.92,12,0.0,0.0
76561198040581921,129.95,11,0.0,0.0
76561198040589568,94.96,18,0.0,0.0
76561198040596416,99.92999999999999,37,2.0,5.41
76561198040602004,1162.45,75,0.0,0.0
76561198040602550,114.94,16,0.0,0.0
76561198040603243,139.93,11,0.0,0.0
76561198040603456,1445.8999999999999,152,2.0,1.32
76561198040606844,4038.37,260,0.0,0.0
76561198040607811,837.47,129,0.0,0.0
76561198040609257,1108.48,69,0.0,0.0
76561198040610967,1070.48,71,0.0,0.0
76561198040611366,1297.41,124,1.0,0.81
76561198040611399,179.91,22,0.0,0.0
76561198040611679,470.73,28,0.0,0.0
76561198040612983,464.84,23,0.0,0.0
76561198040613233,1315.33,91,0.0,0.0
76561198040615827,1887.8999999999999,148,1.0,0.68
76561198040619137,1663.99,139,0.0,0.0
76561198040629716,149.9,17,0.0,0.0
76561198040633276,225.89,19,0.0,0.0
76561198040633290,1879.92,140,0.0,0.0
76561198040634666,433.72999999999996,55,0.0,0.0
76561198040635204,139.89,13,0.0,0.0
76561198040636184,174.9,16,0.0,0.0
76561198040636904,989.85,102,0.0,0.0
76561198040638446,196.88,16,0.0,0.0
76561198040639414,54.959999999999994,6,0.0,0.0
76561198040640586,1208.3,98,0.0,0.0
76561198040641436,1955.98,138,0.0,0.0
76561198040641988,239.85,37,1.0,2.7
76561198040642262,615.68,45,0.0,0.0
76561198040651432,267.86,18,0.0,0.0
76561198040653257,1735.1799999999998,103,0.0,0.0
76561198040654719,19.99,1,0.0,0.0
76561198040657197,283.33,26,0.0,0.0
76561198040660567,1233.28,155,1.0,0.65
76561198040665441,2835.21,267,0.0,0.0
76561198040672434,1596.22,109,0.0,0.0
76561198040677308,4232.42,297,0.0,0.0
76561198040678792,174.93,16,0.0,0.0
76561198040683530,164.91,17,0.0,0.0
76561198040683670,94.94999999999999,7,0.0,0.0
76561198040686008,350.84000000000003,27,0.0,0.0
76561198040692737,1002.3299999999999,108,0.0,0.0
76561198040694829,0.0,1,0.0,0.0
76561198040695833,470.71,41,2.0,4.88
76561198040696019,59.96,5,0.0,0.0
76561198040697106,354.78,41,7.0,17.07
76561198040698681,1517.2,214,0.0,0.0
76561198040700959,69.96,10,0.0,0.0
76561198040704557,975.4,81,1.0,1.23
76561198040711861,1041.05,89,0.0,0.0
76561198040721798,1405.34,89,1.0,1.12
76561198040726300,427.81,64,2.0,3.12
76561198040730484,19.99,1,0.0,0.0
76561198040736670,2714.46,271,0.0,0.0
76561198040738110,163.92,15,0.0,0.0
76561198040741093,68.95,33,0.0,0.0
76561198040741664,249.81,23,0.0,0.0
76561198040746022,705.53,59,0.0,0.0
76561198040747260,778.53,88,1.0,1.14
76561198040748387,195.83,22,0.0,0.0
76561198040749643,1037.49,95,1.0,1.05
76561198040750469,347.81,93,0.0,0.0
76561198040750679,399.82,52,0.0,0.0
76561198040750921,263.82,28,0.0,0.0
7656119804075445,1164.36,99,2.0,2.02
76561198040756185,96.89,15,0.0,0.0
76561198040768648,29.99,13,0.0,0.0
76561198040770224,2438.54,205,2.0,0.98
76561198040771790,234.85999999999999,25,0.0,0.0
76561198040774797,449.78,38,8.0,21.05
76561198040775460,14.99,3,0.0,0.0
76561198040778116,1324.02,88,0.0,0.0
76561198040778991,1035.3899999999999,87,0.0,0.0
76561198040780160,1168.34,96,0.0,0.0
76561198040782748,299.83,19,0.0,0.0
76561198040783718,949.5,100,0.0,0.0
76561198040784595,274.78,27,0.0,0.0
76561198040786220,741.53,60,5.0,8.33
